,school_name,school_id,num_students,average_300,grade,WASICHANA,WAVULANA,JUMLA,region_name,council_name
2765,MTILI 'A',PS0404119,38.0,160.1842,C,"[0, 5, 11, 3, 0]","[0, 5, 11, 3, 0]","[0, 10, 22, 6, 0]",Iringa,Mufindi
2766,MTILI 'B',PS0404120,74.0,158.5405,C,"[0, 12, 23, 0, 0]","[0, 4, 31, 4, 0]","[0, 16, 54, 4, 0]",Iringa,Mufindi
2767,MTWANGO,PS0404121,77.0,165.3896,C,"[0, 8, 26, 3, 0]","[0, 14, 24, 2, 0]","[0, 22, 50, 5, 0]",Iringa,Mufindi
2768,MTWIVILA,PS0404122,83.0,138.7229,C,"[0, 1, 25, 16, 0]","[0, 4, 28, 9, 0]","[0, 5, 53, 25, 0]",Iringa,Mufindi
2769,MUNGETA,PS0404123,34.0,151.1176,C,"[0, 1, 15, 1, 0]","[0, 5, 8, 4, 0]","[0, 6, 23, 5, 0]",Iringa,Mufindi
2770,MWEFU,PS0404124,48.0,142.9375,C,"[0, 2, 16, 1, 0]","[0, 1, 21, 7, 0]","[0, 3, 37, 8, 0]",Iringa,Mufindi
2771,MWESA,PS0404125,87.0,159.6552,C,"[0, 8, 27, 13, 0]","[0, 14, 24, 1, 0]","[0, 22, 51, 14, 0]",Iringa,Mufindi
2772,MWITIKILWA,PS0404126,81.0,153.2963,C,"[0, 9, 27, 4, 0]","[0, 4, 27, 10, 0]","[0, 13, 54, 14, 0]",Iringa,Mufindi
2773,NANDALA,PS0404127,40.0,149.975,C,"[0, 2, 19, 4, 0]","[0, 2, 11, 2, 0]","[0, 4, 30, 6, 0]",Iringa,Mufindi
2774,NJOJO,PS0404128,68.0,149.1324,C,"[0, 3, 25, 5, 0]","[0, 7, 21, 7, 0]","[0, 10, 46, 12, 0]",Iringa,Mufindi
2775,NUNDWE,PS0404129,64.0,160.875,C,"[0, 8, 23, 3, 0]","[0, 9, 15, 6, 0]","[0, 17, 38, 9, 0]",Iringa,Mufindi
2776,NYAKIPAMBO,PS0404130,110.0,146.5182,C,"[0, 9, 34, 15, 0]","[1, 7, 30, 14, 0]","[1, 16, 64, 29, 0]",Iringa,Mufindi
2777,NYAMANGI,PS0404131,41.0,186.2683,B,"[1, 17, 5, 0, 0]","[0, 3, 13, 2, 0]","[1, 20, 18, 2, 0]",Iringa,Mufindi
2778,NYANYEMBE,PS0404132,39.0,183.5128,B,"[2, 11, 9, 0, 0]","[0, 9, 8, 0, 0]","[2, 20, 17, 0, 0]",Iringa,Mufindi
2779,NYIGO,PS0404133,88.0,153.5795,C,"[0, 10, 31, 1, 0]","[0, 7, 29, 10, 0]","[0, 17, 60, 11, 0]",Iringa,Mufindi
2780,NYOLOLO,PS0404134,67.0,160.597,C,"[0, 4, 26, 4, 0]","[0, 8, 24, 1, 0]","[0, 12, 50, 5, 0]",Iringa,Mufindi
2781,NZIVI,PS0404135,117.0,178.7179,C,"[6, 31, 20, 2, 0]","[1, 20, 33, 4, 0]","[7, 51, 53, 6, 0]",Iringa,Mufindi
2782,RUAHA,PS0404152,7.0,118.0,D,"[0, 0, 3, 2, 0]","[0, 0, 0, 2, 0]","[0, 0, 3, 4, 0]",Iringa,Mufindi
2783,SADANI,PS0404136,74.0,160.9595,C,"[0, 8, 23, 6, 0]","[1, 14, 17, 5, 0]","[1, 22, 40, 11, 0]",Iringa,Mufindi
2784,SAWALA,PS0404137,83.0,194.0482,B,"[1, 28, 15, 0, 0]","[2, 29, 8, 0, 0]","[3, 57, 23, 0, 0]",Iringa,Mufindi
2785,TAMBALANG'OMBE,PS0404138,53.0,166.1321,C,"[0, 6, 17, 0, 0]","[0, 8, 20, 2, 0]","[0, 14, 37, 2, 0]",Iringa,Mufindi
2786,UDUMUKA,PS0404139,55.0,185.0545,B,"[0, 15, 14, 1, 0]","[1, 15, 9, 0, 0]","[1, 30, 23, 1, 0]",Iringa,Mufindi
2787,UGENZA,PS0404140,84.0,153.1429,C,"[0, 5, 30, 8, 0]","[1, 8, 26, 6, 0]","[1, 13, 56, 14, 0]",Iringa,Mufindi
2788,UGESA,PS0404141,43.0,170.1163,C,"[0, 5, 15, 4, 0]","[0, 12, 7, 0, 0]","[0, 17, 22, 4, 0]",Iringa,Mufindi
2789,UHAFIWA,PS0404142,43.0,140.0465,C,"[0, 0, 13, 5, 0]","[0, 1, 20, 4, 0]","[0, 1, 33, 9, 0]",Iringa,Mufindi
2790,UHAMBILA,PS0404143,45.0,138.6444,C,"[0, 0, 13, 11, 0]","[0, 1, 17, 3, 0]","[0, 1, 30, 14, 0]",Iringa,Mufindi
2791,UKAMI,PS0404144,62.0,149.129,C,"[0, 1, 21, 9, 0]","[0, 4, 24, 3, 0]","[0, 5, 45, 12, 0]",Iringa,Mufindi
2792,UKELEMI,PS0404145,81.0,161.9506,C,"[0, 5, 25, 3, 0]","[0, 17, 28, 3, 0]","[0, 22, 53, 6, 0]",Iringa,Mufindi
2793,UKEMELE,PS0404146,54.0,155.6111,C,"[0, 6, 12, 2, 0]","[0, 9, 17, 8, 0]","[0, 15, 29, 10, 0]",Iringa,Mufindi
2794,USOKAMI,PS0404147,82.0,153.0732,C,"[0, 3, 36, 2, 0]","[1, 6, 29, 5, 0]","[1, 9, 65, 7, 0]",Iringa,Mufindi
2795,VIKULA,PS0404148,54.0,167.7407,C,"[0, 6, 21, 2, 0]","[0, 11, 13, 1, 0]","[0, 17, 34, 3, 0]",Iringa,Mufindi
2796,WANGAMAGANGA,PS0404149,52.0,160.4615,C,"[0, 5, 18, 2, 0]","[0, 9, 15, 3, 0]","[0, 14, 33, 5, 0]",Iringa,Mufindi
2797,BIHARAMULO 'A',PS0501001,91.0,187.6593,B,"[2, 21, 18, 0, 0]","[1, 30, 19, 0, 0]","[3, 51, 37, 0, 0]",Kagera,Biharamulo
2798,BIHARAMULO 'B',PS0501003,88.0,169.9205,C,"[2, 16, 32, 1, 0]","[0, 10, 26, 1, 0]","[2, 26, 58, 2, 0]",Kagera,Biharamulo
2799,BISIBO,PS0501002,142.0,125.8521,C,"[0, 3, 28, 39, 0]","[0, 4, 45, 23, 0]","[0, 7, 73, 62, 0]",Kagera,Biharamulo
2800,GWESERO,PS0501004,40.0,166.375,C,"[0, 5, 12, 2, 2]","[1, 10, 7, 1, 0]","[1, 15, 19, 3, 2]",Kagera,Biharamulo
2801,ISAMBARA,PS0501035,136.0,148.6912,C,"[0, 6, 51, 14, 0]","[0, 18, 38, 8, 1]","[0, 24, 89, 22, 1]",Kagera,Biharamulo
2802,IYENGAMULILO 'A',PS0501005,78.0,152.3974,C,"[1, 6, 23, 8, 0]","[1, 8, 24, 7, 0]","[2, 14, 47, 15, 0]",Kagera,Biharamulo
2803,IYENGAMULILO 'B',PS0501043,75.0,158.8267,C,"[0, 10, 29, 6, 0]","[0, 10, 17, 3, 0]","[0, 20, 46, 9, 0]",Kagera,Biharamulo
2804,KABINDI,PS0501006,180.0,185.1778,B,"[1, 53, 28, 3, 0]","[2, 55, 33, 5, 0]","[3, 108, 61, 8, 0]",Kagera,Biharamulo
2805,KABUKOME,PS0501039,123.0,147.8455,C,"[0, 7, 58, 8, 0]","[0, 7, 40, 3, 0]","[0, 14, 98, 11, 0]",Kagera,Biharamulo
2806,KAGOMA,PS0501007,115.0,143.9043,C,"[0, 8, 36, 18, 0]","[0, 4, 37, 12, 0]","[0, 12, 73, 30, 0]",Kagera,Biharamulo
2807,KAGONDO 'A',PS0501008,61.0,177.9836,C,"[0, 18, 17, 1, 0]","[0, 14, 9, 2, 0]","[0, 32, 26, 3, 0]",Kagera,Biharamulo
2808,KAGONDO 'B',PS0501044,79.0,180.2658,C,"[0, 29, 14, 3, 0]","[0, 14, 18, 1, 0]","[0, 43, 32, 4, 0]",Kagera,Biharamulo
2809,KALENGE,PS0501009,117.0,162.9231,C,"[0, 18, 26, 4, 0]","[0, 19, 39, 10, 1]","[0, 37, 65, 14, 1]",Kagera,Biharamulo
2810,KALUGUYU,PS0501056,100.0,132.87,C,"[0, 0, 24, 26, 2]","[1, 6, 28, 13, 0]","[1, 6, 52, 39, 2]",Kagera,Biharamulo
2811,KANIHA,PS0501067,108.0,177.0,C,"[3, 26, 32, 1, 0]","[0, 17, 27, 2, 0]","[3, 43, 59, 3, 0]",Kagera,Biharamulo
2812,KANYONI,PS0501010,65.0,111.5538,D,"[0, 0, 7, 18, 3]","[0, 2, 15, 18, 2]","[0, 2, 22, 36, 5]",Kagera,Biharamulo
2813,KAPERANONO,PS0501085,72.0,146.8611,C,"[0, 0, 28, 9, 0]","[0, 7, 26, 2, 0]","[0, 7, 54, 11, 0]",Kagera,Biharamulo
2814,KASATO,PS0501011,149.0,159.0805,C,"[0, 13, 50, 9, 1]","[1, 20, 50, 4, 1]","[1, 33, 100, 13, 2]",Kagera,Biharamulo
2815,KASILO,PS0501068,94.0,207.4574,B,"[2, 45, 4, 1, 0]","[5, 32, 4, 1, 0]","[7, 77, 8, 2, 0]",Kagera,Biharamulo
2816,KASOZIBAKAYA 'A',PS0501012,54.0,146.537,C,"[0, 7, 25, 7, 0]","[0, 3, 7, 4, 1]","[0, 10, 32, 11, 1]",Kagera,Biharamulo
2817,KASOZIBAKAYA 'B',PS0501045,58.0,152.9483,C,"[0, 8, 20, 9, 0]","[0, 6, 13, 2, 0]","[0, 14, 33, 11, 0]",Kagera,Biharamulo
2818,KASUNO,PS0501013,59.0,167.4576,C,"[0, 19, 14, 1, 0]","[0, 4, 19, 2, 0]","[0, 23, 33, 3, 0]",Kagera,Biharamulo
2819,KATAHOKA,PS0501014,102.0,152.2255,C,"[0, 7, 38, 15, 0]","[0, 11, 29, 2, 0]","[0, 18, 67, 17, 0]",Kagera,Biharamulo
2820,KATERELA,PS0501041,105.0,163.7333,C,"[0, 5, 43, 6, 0]","[0, 21, 29, 1, 0]","[0, 26, 72, 7, 0]",Kagera,Biharamulo
2821,KATOKE,PS0501015,203.0,149.5813,C,"[0, 15, 77, 14, 0]","[2, 9, 67, 19, 0]","[2, 24, 144, 33, 0]",Kagera,Biharamulo
2822,KIBALE,PS0501078,71.0,164.7183,C,"[0, 3, 21, 6, 0]","[0, 25, 14, 2, 0]","[0, 28, 35, 8, 0]",Kagera,Biharamulo
2823,KIKOMAKOMA,PS0501016,318.0,165.9843,C,"[0, 50, 111, 11, 0]","[5, 39, 88, 14, 0]","[5, 89, 199, 25, 0]",Kagera,Biharamulo
2824,KIRURUMA 'A',PS0501017,35.0,158.9714,C,"[0, 1, 16, 2, 0]","[0, 6, 9, 1, 0]","[0, 7, 25, 3, 0]",Kagera,Biharamulo
2825,KIRURUMA 'B',PS0501046,55.0,149.8545,C,"[0, 5, 19, 3, 0]","[0, 7, 14, 7, 0]","[0, 12, 33, 10, 0]",Kagera,Biharamulo
2826,KISENGA,PS0501065,189.0,126.6667,C,"[0, 3, 48, 59, 1]","[0, 9, 42, 27, 0]","[0, 12, 90, 86, 1]",Kagera,Biharamulo
2827,KISUMA,PS0501053,90.0,142.5444,C,"[0, 1, 26, 14, 0]","[0, 12, 29, 8, 0]","[0, 13, 55, 22, 0]",Kagera,Biharamulo
